city,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,floors,waterfront,view,condition,yr_built,yr_renovated,was_renovated,date,price
Seattle,3,1.75,1960,4788,1090,870,1.0,0,0,4,1920,0,0,2014-05-07,599000.0
Shoreline,4,2.5,3305,16164,2245,1060,1.5,0,0,5,1922,1956,1,2014-05-07,492000.0
Renton,2,2.25,2550,5663,1720,830,1.0,0,0,3,2011,0,0,2014-05-07,630000.0
Woodinville,5,3.75,4130,226076,3170,960,2.0,0,0,3,1985,0,0,2014-05-07,900000.0
Clyde Hill,4,1.5,2310,13300,1890,420,1.0,0,0,3,1950,0,0,2014-05-07,1110000.0
Seattle,4,2.0,1650,5000,1650,0,1.0,0,0,3,1955,0,0,2014-05-07,575000.0
Seattle,4,2.5,2650,4316,1520,1130,1.5,0,0,3,1905,2013,1,2014-05-07,705000.0
Seattle,4,2.25,1890,5940,1470,420,1.0,0,1,3,1963,0,0,2014-05-07,940000.0
Federal Way,3,1.75,2190,8000,2190,0,1.0,0,0,4,1967,0,0,2014-05-07,313000.0
Issaquah,3,2.5,2030,6500,2030,0,2.0,0,0,3,1988,0,0,2014-05-07,618080.0
Renton,3,3.0,2270,5175,2130,140,2.0,0,0,3,2002,0,0,2014-05-07,640000.0
Seattle,3,2.0,1610,4160,1010,600,1.0,0,0,4,1917,0,0,2014-05-07,485000.0
Seattle,2,1.0,760,3001,760,0,1.0,0,0,3,1913,0,0,2014-05-07,300000.0
Redmond,2,1.0,1640,17335,840,800,1.0,0,0,3,1978,0,0,2014-05-07,379500.0
Renton,3,2.25,1630,12295,1630,0,2.0,0,0,4,1985,0,0,2014-05-07,339950.0
Seattle,6,2.5,3560,6480,3560,0,2.5,0,0,4,1914,0,0,2014-05-07,1500000.0
Seattle,3,3.0,2960,5500,2440,520,2.0,0,2,3,1937,1990,1,2014-05-07,1340000.0
Issaquah,3,2.5,1940,37565,1940,0,1.0,0,0,4,1987,0,0,2014-05-07,500000.0
Kent,3,2.0,1410,7566,1410,0,1.0,0,0,3,1985,0,0,2014-05-07,239900.0
Renton,3,1.0,1040,16986,1040,0,1.0,0,0,4,1968,0,0,2014-05-07,314950.0
Seattle,2,1.0,820,6400,820,0,1.0,0,0,4,1944,0,0,2014-05-07,361280.0
Algona,2,1.0,910,22000,910,0,1.0,0,0,3,1956,0,0,2014-05-07,100000.0
Lake Forest Park,7,5.75,3700,7647,3700,0,2.0,0,1,3,1948,1984,1,2014-05-07,540000.0
Woodinville,4,2.5,2180,11200,2180,0,1.0,0,0,4,1968,0,0,2014-05-07,480500.0
Auburn,3,2.5,1600,4271,1600,0,2.0,0,0,3,2000,0,0,2014-05-07,280000.0
Seattle,3,1.75,1500,6180,1060,440,1.0,0,0,4,1947,0,0,2014-05-07,440000.0
Seattle,3,1.0,1340,4284,1080,260,1.0,0,0,3,1910,0,0,2014-05-07,530000.0
Issaquah,3,2.0,1860,13374,1860,0,1.0,0,0,3,1985,0,0,2014-05-07,560000.0
Seattle,3,2.0,2540,7200,1600,940,1.5,0,3,4,1905,0,0,2014-05-07,775000.0
Kent,2,1.0,1040,13100,1040,0,1.0,0,0,5,1912,0,0,2014-05-07,160000.0
Federal Way,3,1.5,1380,11130,1380,0,1.0,0,0,3,1960,0,0,2014-05-07,209950.0
Covington,3,1.75,1640,10762,1130,510,1.0,0,0,3,1988,0,0,2014-05-07,226500.0
Seattle,5,1.75,3000,6000,1500,1500,1.0,0,0,5,1958,0,0,2014-05-07,380000.0
Kenmore,4,2.75,2140,13000,1320,820,1.0,0,0,3,1968,0,0,2014-05-07,409500.0
Seattle,3,2.0,1760,6428,980,780,1.0,0,0,4,1942,0,0,2014-05-07,690000.0
Shoreline,3,2.25,1660,8307,1660,0,1.0,0,0,4,1961,0,0,2014-05-07,405000.0
Maple Valley,3,2.5,1830,13042,1830,0,2.0,0,0,3,1990,0,0,2014-05-07,375000.0
Seattle,4,2.0,2210,8556,1210,1000,1.0,0,1,4,1954,0,0,2014-05-07,794154.0
Burien,4,1.0,1490,6600,1490,0,1.0,0,0,3,1969,0,0,2014-05-07,185000.0
Seattle,3,1.5,1260,1270,1040,220,2.0,0,0,3,2005,0,0,2014-05-07,245000.0
Kirkland,5,4.5,4270,8076,3400,870,2.0,0,0,3,2007,0,0,2014-05-07,1532500.0
Kirkland,4,3.5,3900,8391,3900,0,2.0,0,0,3,2006,0,0,2014-05-07,1040000.0
Seattle,2,2.5,1150,1027,1150,0,3.0,0,0,3,2008,0,0,2014-05-07,425000.0
Auburn,4,2.75,2656,21195,2656,0,2.0,0,0,3,2014,0,0,2014-05-07,495000.0
Seattle,5,2.75,2410,5003,1410,1000,1.0,0,0,3,2008,0,0,2014-05-07,365000.0
Seattle,3,2.25,1606,1452,1606,0,3.0,0,0,3,2009,0,0,2014-05-07,417250.0
Seattle,2,1.0,820,681,820,0,3.0,0,0,3,2006,0,0,2014-05-07,339950.0
Seattle,2,1.0,1540,6872,820,720,1.0,0,0,4,1946,0,0,2014-05-08,615000.0
Duvall,3,2.75,2090,8354,2090,0,2.0,0,0,3,2012,0,0,2014-05-08,403000.0
Mercer Island,5,2.5,3160,11470,1780,1380,1.0,0,0,4,1971,0,0,2014-05-08,980000.0
Federal Way,4,1.75,1730,8320,1230,500,1.0,0,0,3,1977,0,0,2014-05-08,258000.0
Seattle,3,1.0,1670,4080,1170,500,1.0,0,0,3,1967,0,0,2014-05-08,533000.0
Sammamish,4,2.5,2550,4630,2550,0,2.0,0,0,3,2005,0,0,2014-05-08,537500.0
Mercer Island,5,3.0,3040,9601,1970,1070,1.0,0,0,5,1968,0,0,2014-05-08,830000.0
Seattle,3,1.0,1250,4620,1150,100,1.5,0,0,4,1900,0,0,2014-05-08,712000.0
Algona,4,2.5,2020,6236,2020,0,2.0,0,0,3,2002,0,0,2014-05-08,262000.0
Issaquah,4,2.5,2660,5500,2660,0,2.0,0,2,3,2003,0,0,2014-05-08,753888.0
Skykomish,2,1.5,980,5000,980,0,2.0,0,0,3,1922,2003,1,2014-05-08,134000.0
Kirkland,3,2.5,1960,8000,1290,670,1.0,0,0,4,1977,0,0,2014-05-08,402000.0
Seattle,2,1.0,720,5040,720,0,1.0,0,0,3,1955,0,0,2014-05-08,205000.0
Seattle,2,2.5,1360,1349,1050,310,2.0,0,0,3,1997,0,0,2014-05-08,553650.0
Redmond,2,2.0,1870,4950,1870,0,1.0,0,0,3,2006,0,0,2014-05-08,559950.0
Kent,4,1.5,2130,8800,1100,1030,1.0,0,0,3,1962,0,0,2014-05-08,260000.0
Kent,4,2.5,1810,6509,1810,0,2.0,0,0,3,1994,0,0,2014-05-08,270000.0
Issaquah,2,1.75,2200,89298,1100,1100,1.0,0,0,3,1973,0,0,2014-05-08,295000.0
Seattle,3,2.5,1690,4500,1690,0,1.5,0,1,4,1928,0,0,2014-05-08,719000.0
Kent,3,2.5,1940,8547,1460,480,1.0,0,0,3,1989,0,0,2014-05-08,266000.0
Kent,4,2.5,2320,6270,2320,0,2.0,0,0,3,2004,0,0,2014-05-08,325900.0
Normandy Park,4,1.75,2060,26036,1160,900,1.0,0,0,4,1947,0,0,2014-05-08,647500.0
Seattle,4,1.0,3410,5000,2190,1220,2.0,0,0,5,1910,0,0,2014-05-08,1039000.0
Redmond,4,2.25,2250,41688,2250,0,2.0,0,0,3,1980,0,0,2014-05-08,569000.0
Kent,3,1.75,1390,7399,1390,0,1.0,0,0,4,1975,0,0,2014-05-08,246000.0
Seattle,2,1.0,1060,4960,1060,0,1.0,0,0,3,1926,0,0,2014-05-08,515000.0
Seattle,3,1.0,1490,8995,1490,0,1.0,0,0,4,1954,0,0,2014-05-08,207000.0
Bellevue,4,1.75,2480,9195,1390,1090,1.0,0,0,3,1950,0,0,2014-05-08,780000.0
Kent,5,2.25,2440,20828,2440,0,1.5,0,0,4,1975,0,0,2014-05-08,489990.0
Auburn,3,1.5,2240,87625,1480,760,1.5,0,0,2,1980,0,0,2014-05-08,335000.0
Federal Way,3,2.5,1920,7229,1920,0,2.0,0,0,3,1993,0,0,2014-05-08,295000.0
Seattle,3,1.75,1890,9920,1230,660,1.0,0,0,3,1944,0,0,2014-05-08,385000.0
Kent,4,1.75,2250,13515,2150,100,1.0,0,0,4,1940,0,0,2014-05-08,350000.0
Seattle,2,1.0,1270,3008,650,620,1.0,0,0,4,1923,0,0,2014-05-08,235000.0
Seattle,2,1.5,960,1808,960,0,2.0,0,0,3,1993,0,0,2014-05-08,358000.0
Sammamish,4,2.5,3290,6465,3290,0,2.0,0,0,3,2002,0,0,2014-05-08,716500.0
Seattle,4,1.75,2000,6120,1100,900,1.0,0,0,3,1965,0,0,2014-05-08,228000.0
Seattle,2,1.0,1020,8155,1020,0,1.0,0,0,4,1948,0,0,2014-05-08,405000.0
Redmond,4,1.75,1840,9600,1220,620,1.0,0,0,3,1967,0,0,2014-05-08,538000.0
Bellevue,3,1.75,1980,6760,1980,0,1.0,0,0,4,1973,0,0,2014-05-08,530000.0
Seattle,6,3.0,3510,5760,3510,0,2.5,0,0,4,1906,0,0,2014-05-08,1750000.0
Seattle,2,1.75,1230,3600,1230,0,1.5,0,0,5,1925,0,0,2014-05-08,636000.0
Woodinville,4,2.5,2280,65836,2280,0,2.0,0,0,3,2004,0,0,2014-05-08,535000.0
Bellevue,3,1.75,2430,12757,1340,1090,1.0,0,2,4,1952,0,0,2014-05-08,1500000.0
Renton,3,2.5,2920,3942,2920,0,3.0,0,0,3,2008,0,0,2014-05-08,868500.0
Seattle,4,2.75,2280,2850,1540,740,1.5,0,0,4,1930,0,0,2014-05-08,530000.0
Woodinville,3,2.0,1510,43560,1510,0,1.0,0,0,3,1954,0,0,2014-05-08,450000.0
Seattle,3,1.75,950,6000,790,160,1.0,0,0,3,1939,0,0,2014-05-08,230000.0
Tukwila,3,2.5,1190,3000,1190,0,2.0,0,0,3,2002,0,0,2014-05-08,229000.0
Redmond,3,1.75,1310,9282,1310,0,1.0,0,0,4,1976,0,0,2014-05-08,437000.0
Seattle,5,3.25,2800,3200,1910,890,1.5,0,0,5,1932,2002,1,2014-05-08,1307000.0
Kirkland,3,2.5,1750,3354,1750,0,2.0,0,0,4,1991,0,0,2014-05-08,595000.0
Seattle,3,1.75,1320,5750,1320,0,1.5,0,0,5,1918,0,0,2014-05-08,660000.0
Federal Way,4,2.5,2460,7350,2460,0,2.0,0,0,3,1989,0,0,2014-05-08,347500.0
Renton,3,2.0,1240,10800,1240,0,1.0,0,0,3,1967,2010,1,2014-05-08,297950.0
Des Moines,3,1.5,1260,7964,1260,0,1.0,0,0,4,1955,0,0,2014-05-08,245000.0
Burien,6,2.25,2820,15600,1970,850,1.5,0,2,5,1940,0,0,2014-05-08,543200.0
Mercer Island,4,3.25,3820,24166,3310,510,2.0,0,1,4,1990,0,0,2014-05-08,1250000.0
Seattle,3,2.5,1540,1614,1470,70,3.0,0,0,3,2008,0,0,2014-05-08,413450.0
Snoqualmie,2,2.0,1550,435600,1550,0,1.5,0,0,2,1972,0,0,2014-05-08,330000.0
Redmond,3,1.75,1460,7700,1460,0,1.0,0,0,3,1979,0,0,2014-05-08,424500.0
Algona,3,1.0,1390,16000,1390,0,1.0,0,0,4,1960,0,0,2014-05-08,230000.0
Seattle,3,3.25,2640,4080,1840,800,2.0,0,0,3,1912,2000,1,2014-05-08,930000.0
Renton,3,1.75,1590,9620,1590,0,1.0,0,0,3,1988,0,0,2014-05-08,349000.0
Seattle,4,2.0,1910,6960,1910,0,1.5,0,0,5,1941,0,0,2014-05-08,835000.0
Burien,3,2.75,2015,16807,2015,0,2.0,1,4,3,2007,0,0,2014-05-08,988500.0
Seattle,3,1.75,1410,1197,1410,0,3.0,0,0,3,2012,0,0,2014-05-08,500000.0
Seattle,2,1.5,1110,957,930,180,2.0,0,0,3,2005,0,0,2014-05-08,499000.0
Seattle,2,1.25,860,1277,860,0,2.0,0,0,3,2007,0,0,2014-05-08,321950.0
Kenmore,3,2.5,2310,4729,2310,0,2.0,0,0,3,2011,0,0,2014-05-08,494000.0
Seattle,2,1.5,1020,1060,1020,0,3.0,0,0,3,2008,0,0,2014-05-08,441750.0
Seattle,2,1.0,980,1179,980,0,2.0,0,0,3,2010,0,0,2014-05-08,438000.0
Woodinville,4,2.25,4230,37769,4230,0,2.0,0,0,3,1989,0,0,2014-05-09,985000.0
Renton,3,2.25,1640,11050,1640,0,1.0,0,0,4,1972,0,0,2014-05-09,352000.0
Renton,4,3.5,3810,13592,2560,1250,1.0,0,1,3,2013,0,0,2014-05-09,839900.0
Issaquah,4,2.75,2790,10819,2790,0,2.0,0,0,3,1996,0,0,2014-05-09,765000.0
Seattle,4,1.75,1750,5500,1050,700,1.5,0,0,5,1926,0,0,2014-05-09,460000.0
Auburn,4,1.0,1430,8355,1430,0,1.5,0,0,4,1983,0,0,2014-05-09,224500.0
Covington,3,2.5,1850,4597,1850,0,2.0,0,0,3,2003,0,0,2014-05-09,254000.0
Vashon,2,1.0,960,28717,960,0,1.0,0,0,4,1984,0,0,2014-05-09,255000.0
Woodinville,3,3.0,2480,45302,1620,860,1.0,0,0,4,1976,0,0,2014-05-09,610000.0
Sammamish,4,3.0,3750,11025,3750,0,2.0,0,0,3,1976,0,0,2014-05-09,920000.0
Federal Way,4,2.5,2600,11951,2600,0,2.0,0,0,3,1988,0,0,2014-05-09,402500.0
Renton,3,1.75,1390,8700,840,550,1.0,0,3,4,1912,0,0,2014-05-09,280950.0
Issaquah,4,2.5,2260,7753,2260,0,2.0,0,0,3,1989,0,0,2014-05-09,604000.0
Lake Forest Park,4,2.25,2470,7447,2470,0,2.0,0,0,3,1984,0,0,2014-05-09,565000.0
Seattle,2,1.0,810,7980,810,0,1.0,0,0,1,1928,0,0,2014-05-09,255000.0
Seattle,4,2.0,1650,6000,1000,650,1.0,0,0,5,1959,0,0,2014-05-09,445000.0
Sammamish,3,2.25,3000,11665,3000,0,1.5,1,4,3,2001,0,0,2014-05-09,2400000.0
Seattle,2,1.0,720,18000,720,0,1.0,0,0,3,1950,0,0,2014-05-09,195000.0
Fall City,3,1.5,1390,48257,1390,0,1.0,0,0,3,1922,2013,1,2014-05-09,275000.0
Issaquah,3,2.25,1445,1606,1300,145,2.0,0,0,3,2003,0,0,2014-05-09,387000.0
Seattle,2,1.0,1840,3300,1130,710,1.5,0,0,4,1910,0,0,2014-05-09,490000.0
Snoqualmie,3,2.5,2100,5824,2100,0,2.0,0,2,3,1999,0,0,2014-05-09,505000.0
Kirkland,3,1.5,1060,10464,1060,0,1.0,0,0,4,1973,0,0,2014-05-09,303500.0
Seattle,3,1.5,1500,6337,1500,0,1.0,0,0,5,1953,0,0,2014-05-09,270000.0
Renton,4,2.75,1970,7213,1170,800,1.0,0,0,3,1977,0,0,2014-05-09,323000.0
Seattle,3,3.25,1410,1253,1410,0,3.0,0,0,3,2005,0,0,2014-05-09,382000.0
Bellevue,4,2.75,3720,9450,1960,1760,1.0,0,4,5,1962,0,0,2014-05-09,1370000.0
Auburn,4,2.0,2190,14439,1180,1010,1.0,0,0,4,1977,0,0,2014-05-09,280000.0
Federal Way,3,2.0,1920,8075,1510,410,1.0,0,0,4,1969,0,0,2014-05-09,260000.0
Kent,3,1.0,1160,8320,1160,0,1.0,0,0,4,1959,0,0,2014-05-09,201500.0
Woodinville,4,4.25,5860,52889,4910,950,2.0,0,0,4,1996,0,0,2014-05-09,1157200.0
Seattle,4,1.75,2000,4000,1450,550,1.5,0,0,5,1926,0,0,2014-05-09,536500.0
Algona,4,3.0,2163,5883,2163,0,2.0,0,0,3,2006,0,0,2014-05-09,248000.0
Issaquah,5,3.0,3480,57499,2340,1140,1.0,0,0,4,1976,0,0,2014-05-09,532000.0
Kenmore,4,2.5,2840,6268,2840,0,2.0,0,0,3,1998,0,0,2014-05-09,580000.0
Seattle,2,1.0,1150,4400,1150,0,1.0,0,0,4,1905,0,0,2014-05-09,463000.0
Seattle,4,2.75,3100,3773,2000,1100,2.0,0,0,3,1919,1996,1,2014-05-09,742500.0
Kent,3,2.5,1420,14850,1020,400,1.0,0,0,4,1963,0,0,2014-05-09,260000.0
Woodinville,4,2.25,2430,32496,2430,0,1.0,0,0,3,1993,0,0,2014-05-09,590000.0
Kent,4,2.25,1930,7452,1430,500,1.0,0,0,3,1984,0,0,2014-05-09,312000.0
Redmond,3,2.25,1660,10140,1370,290,1.0,0,0,4,1980,0,0,2014-05-09,566000.0
Bellevue,3,2.0,1400,7293,1400,0,1.0,0,0,4,1963,0,0,2014-05-09,511555.0
Redmond,4,2.5,2660,4000,2660,0,2.0,0,0,3,2001,0,0,2014-05-09,583000.0
Auburn,4,2.5,2000,13300,1200,800,1.0,0,0,4,1968,0,0,2014-05-09,290000.0
Renton,4,2.25,2130,8078,1380,750,1.0,0,0,4,1977,0,0,2014-05-09,311100.0
Seattle,3,2.25,1352,1694,1352,0,3.0,0,0,3,2007,0,0,2014-05-09,325000.0
Sammamish,3,1.75,1750,11340,1300,450,1.0,0,1,4,1987,0,0,2014-05-09,491300.0
Burien,5,1.75,2320,8100,1160,1160,1.0,0,0,4,1956,0,0,2014-05-09,315000.0
Renton,2,1.0,1420,81892,1180,240,1.0,0,0,3,1956,0,0,2014-05-09,360000.0
Renton,4,2.5,1940,3784,1940,0,2.0,0,0,3,2003,0,0,2014-05-09,330000.0
Seattle,3,2.0,1410,4800,1410,0,1.0,0,0,3,1940,0,0,2014-05-09,481450.0
Black Diamond,3,1.0,1360,9948,1360,0,1.0,0,0,3,1977,0,0,2014-05-09,234950.0
North Bend,3,1.75,1220,7250,1220,0,1.0,0,0,3,1962,0,0,2014-05-09,251000.0
Bellevue,4,2.5,2830,20345,1980,850,2.0,0,0,3,1979,0,0,2014-05-09,782000.0
Sammamish,4,2.75,3780,10308,3780,0,2.0,0,0,3,1999,0,0,2014-05-09,833000.0
Bellevue,4,2.5,2330,14289,2330,0,2.0,0,0,4,1978,0,0,2014-05-09,542500.0
Redmond,3,2.5,3560,107290,3560,0,2.0,0,0,3,1987,0,0,2014-05-09,851000.0
Ravensdale,4,1.5,1470,70800,1470,0,1.0,0,0,3,1976,0,0,2014-05-09,325000.0
Ravensdale,4,2.25,3060,48787,3060,0,2.0,0,0,3,1992,0,0,2014-05-09,415000.0
Seattle,3,1.0,1030,6127,880,150,1.0,0,0,3,1947,0,0,2014-05-09,252500.0
Federal Way,4,2.5,1930,9653,1930,0,1.0,0,0,4,1968,0,0,2014-05-09,465000.0
Duvall,3,1.75,1780,120661,1780,0,1.0,0,0,4,1979,0,0,2014-05-09,336900.0
Maple Valley,3,2.5,2000,9202,2000,0,2.0,0,0,4,1992,0,0,2014-05-09,225000.0
Renton,3,2.0,1690,9583,1690,0,1.0,0,0,4,1969,0,0,2014-05-09,270000.0
Mercer Island,5,4.5,5190,23716,3390,1800,2.0,0,2,3,1987,2000,1,2014-05-09,1702500.0
Seattle,3,1.75,1300,5413,1300,0,1.5,0,0,3,1925,1992,1,2014-05-09,536000.0
Woodinville,4,3.25,2400,29252,2400,0,2.0,0,0,4,1982,0,0,2014-05-09,585000.0
Seattle,2,2.0,1150,6634,860,290,1.0,0,0,3,1940,0,0,2014-05-09,445000.0
Renton,4,2.25,2310,7490,2310,0,2.0,0,0,3,1980,0,0,2014-05-09,320000.0
Seattle,4,3.5,2730,3047,2400,330,2.0,0,0,3,2006,0,0,2014-05-09,769900.0
Kenmore,4,2.5,2840,4500,2840,0,2.0,0,0,3,2012,0,0,2014-05-09,557000.0
Seattle,2,1.5,1020,1525,1020,0,2.0,0,0,3,2004,0,0,2014-05-09,212000.0
Seattle,3,2.0,1340,1384,1340,0,3.0,0,0,3,2008,0,0,2014-05-09,376000.0
Carnation,4,3.25,3540,159430,3540,0,2.0,0,0,3,2007,0,0,2014-05-09,800000.0
Issaquah,5,6.5,7270,130017,6420,850,2.0,0,0,3,2010,0,0,2014-05-09,2238888.0
Seattle,3,2.25,998,904,798,200,2.0,0,0,3,2007,0,0,2014-05-09,324000.0
Seattle,5,2.75,3060,7015,1600,1460,1.0,0,0,5,1979,0,0,2014-05-10,549900.0
Maple Valley,3,2.5,2130,6969,2130,0,2.0,0,0,3,2003,0,0,2014-05-10,320000.0
Seattle,4,2.0,2520,6000,1400,1120,1.0,0,0,3,1921,2007,1,2014-05-10,875000.0
Kent,4,1.0,1940,9533,1080,860,1.0,0,0,3,1962,0,0,2014-05-10,265000.0
Seattle,3,2.5,1350,1250,1270,80,3.0,0,0,3,2006,0,0,2014-05-10,394950.0
Seattle,4,2.5,2160,5298,2160,0,2.5,0,0,4,1902,0,0,2014-05-11,842500.0
Seattle,3,2.5,1370,1350,1010,360,2.0,0,0,3,2007,0,0,2014-05-11,368000.0
Redmond,4,4.5,5420,101930,3890,1530,1.0,0,0,3,2001,0,0,2014-05-12,1225000.0
Seattle,4,2.5,2830,5000,2830,0,2.0,0,0,3,1995,0,0,2014-05-12,885000.0
Issaquah,3,2.5,2010,2287,1390,620,2.0,0,0,3,2014,0,0,2014-05-12,453246.0
Clyde Hill,4,2.75,3300,12090,3300,0,2.0,0,0,3,1953,0,0,2014-05-12,927000.0
Seattle,2,2.5,1230,1391,870,360,2.0,0,0,3,2004,0,0,2014-05-12,490000.0
Shoreline,3,1.5,1720,7119,1720,0,1.5,0,0,4,1952,0,0,2014-05-12,341000.0
Seattle,1,1.0,810,2451,810,0,1.0,0,0,5,1941,0,0,2014-05-12,235000.0
Mercer Island,3,1.75,1560,8078,1560,0,1.5,1,4,4,1928,0,0,2014-05-12,1200000.0
Auburn,3,2.0,2560,216777,2560,0,1.0,0,0,3,1986,0,0,2014-05-12,560000.0
Bellevue,4,3.25,4700,38412,3420,1280,2.0,0,0,3,1978,0,0,2014-05-12,900000.0
Seattle,2,1.0,1220,2500,770,450,1.0,0,0,3,1910,0,0,2014-05-12,255000.0
Bellevue,5,2.75,3650,20150,2360,1290,1.0,0,0,4,1975,0,0,2014-05-12,1575000.0
Mercer Island,3,3.25,2170,12508,1650,520,1.5,0,0,5,1928,1970,1,2014-05-12,876650.0
Duvall,4,2.25,2540,228254,1450,1090,1.0,0,0,3,1990,0,0,2014-05-12,540000.0
Seattle,2,1.0,910,4500,910,0,1.5,0,0,4,1906,0,0,2014-05-12,350000.0
Bellevue,4,2.5,2980,4930,2890,90,2.0,0,0,3,2000,0,0,2014-05-12,750000.0
Seattle,4,1.75,2120,4650,1190,930,1.0,0,1,3,1951,0,0,2014-05-12,582000.0
Seattle,4,3.5,3460,3997,2560,900,2.0,0,0,3,2004,0,0,2014-05-12,1315000.0
Seattle,5,3.0,2480,10090,1300,1180,1.0,0,0,3,2004,0,0,2014-05-12,372500.0
Maple Valley,3,2.25,2200,16921,2200,0,2.0,0,0,3,1987,0,0,2014-05-12,410000.0
Seattle,4,2.0,1730,5500,1010,720,1.0,0,0,5,1943,0,0,2014-05-12,360000.0
Seattle,3,2.5,2920,34527,1800,1120,1.0,0,4,4,1954,1983,1,2014-05-12,1015000.0
Renton,3,1.0,990,8012,990,0,1.0,0,0,4,1966,0,0,2014-05-12,225000.0
Sammamish,4,2.5,3040,6887,3040,0,2.0,0,0,3,1999,0,0,2014-05-12,647000.0
Woodinville,5,3.0,4530,258746,3200,1330,1.5,0,0,4,2003,0,0,2014-05-12,950000.0
Auburn,3,1.5,1370,8470,1370,0,1.0,0,0,4,1961,0,0,2014-05-12,185000.0
Renton,3,2.5,1940,4927,1940,0,2.0,0,0,3,2004,0,0,2014-05-12,335000.0
Seattle,3,2.5,1040,2643,720,320,2.0,0,0,3,2004,0,0,2014-05-12,210000.0
Kirkland,4,2.25,1800,8623,1360,440,1.0,0,0,4,1980,0,0,2014-05-12,522000.0
Seattle,3,1.75,1720,5000,1720,0,1.0,0,0,3,1954,2014,1,2014-05-12,770000.0
Seattle,3,1.0,980,6380,760,220,1.0,0,0,3,1941,0,0,2014-05-12,499950.0
Redmond,4,2.5,3110,6142,3110,0,2.0,0,0,3,2004,0,0,2014-05-12,751000.0
Burien,5,3.0,2100,7715,1250,850,1.0,0,0,3,2013,0,0,2014-05-12,330000.0
Kirkland,3,1.5,2020,11358,1190,830,1.0,0,0,4,1956,0,0,2014-05-12,465000.0
Mercer Island,4,1.75,2350,11914,2350,0,1.0,0,0,4,1961,0,0,2014-05-12,850000.0
Mercer Island,4,2.25,3290,12329,3290,0,1.5,0,0,4,1968,0,0,2014-05-12,947500.0
Maple Valley,5,2.25,2180,7813,2180,0,2.0,0,0,3,1986,0,0,2014-05-12,302000.0
Seattle,2,2.25,1290,1334,1290,0,3.0,0,0,3,2007,0,0,2014-05-12,500000.0
Kent,3,1.0,1460,9750,1460,0,1.0,0,0,4,1969,0,0,2014-05-12,201000.0
Redmond,2,1.0,1290,2828,1290,0,2.0,0,0,3,2008,0,0,2014-05-12,265000.0
Seattle,4,2.5,2350,3150,1690,660,1.5,0,0,4,1910,0,0,2014-05-12,870300.0
Shoreline,3,1.0,1080,8100,1080,0,1.0,0,0,4,1955,0,0,2014-05-12,339000.0
Issaquah,4,2.5,2670,13463,2670,0,2.0,0,0,4,1989,0,0,2014-05-12,690000.0
Issaquah,4,3.25,3680,5759,2840,840,2.0,0,0,3,2003,0,0,2014-05-12,788000.0
Seattle,3,1.75,1440,8040,960,480,1.0,0,0,3,1951,0,0,2014-05-12,315275.0
Seattle,4,1.75,1940,4800,1030,910,1.0,0,0,5,1922,0,0,2014-05-12,505000.0
Woodinville,3,1.0,1280,9898,1280,0,1.0,0,0,3,1968,0,0,2014-05-12,368000.0
Burien,3,2.75,2980,27144,2180,800,1.5,1,2,5,1917,0,0,2014-05-12,947500.0
Federal Way,3,1.0,970,8580,970,0,1.0,0,0,3,1959,0,0,2014-05-12,156000.0
Seattle,4,3.0,2110,5000,1640,470,1.5,0,2,4,1930,0,0,2014-05-12,610000.0
Redmond,2,2.5,1480,1369,1480,0,3.0,0,0,3,2009,0,0,2014-05-12,420000.0
Normandy Park,2,1.0,700,10540,700,0,1.0,0,0,3,1953,0,0,2014-05-12,192000.0
Seattle,3,2.0,2700,6120,1350,1350,1.0,0,0,4,1962,0,0,2014-05-12,910000.0
Seattle,4,3.25,2330,9687,2330,0,2.0,0,3,3,1918,0,0,2014-05-12,1300000.0
Clyde Hill,5,1.75,3380,20021,1690,1690,1.0,0,0,4,1963,0,0,2014-05-12,1346400.0
Seattle,4,2.75,2600,2750,1620,980,1.5,0,0,3,1936,0,0,2014-05-12,840000.0
Seattle,2,1.75,1360,8100,860,500,1.0,0,0,3,1975,0,0,2014-05-12,300000.0
Kirkland,4,2.5,2780,6369,1590,1190,1.0,0,0,3,1978,0,0,2014-05-12,505000.0
Maple Valley,3,1.0,1250,53143,1250,0,1.0,0,0,5,1945,0,0,2014-05-12,110000.0
Bellevue,3,2.5,2620,8950,2620,0,2.0,0,0,3,1992,0,0,2014-05-12,746000.0
Burien,3,1.5,1350,7620,1350,0,1.0,0,0,5,1941,0,0,2014-05-12,211000.0
Seattle,4,3.0,2400,3340,1200,1200,1.0,0,0,4,1964,0,0,2014-05-12,675000.0
Seattle,4,2.5,2760,5000,1680,1080,1.5,0,0,5,1928,0,0,2014-05-12,734200.0
Mercer Island,4,2.25,3070,16028,1870,1200,1.0,0,3,3,1976,0,0,2014-05-12,1225000.0
Vashon,2,1.75,2040,28593,2040,0,1.5,1,3,4,1919,1990,1,2014-05-12,615000.0
Seattle,4,2.0,1770,6000,1770,0,2.0,0,0,5,1911,1981,1,2014-05-12,630000.0
Bellevue,4,3.75,3490,9170,3490,0,2.0,0,0,3,2012,0,0,2014-05-12,1264000.0
Seattle,2,1.5,830,1333,830,0,2.0,0,0,3,2005,0,0,2014-05-12,301500.0
Seattle,2,2.5,980,895,670,310,2.0,0,0,3,2009,0,0,2014-05-12,369000.0
